location,date,people_vaccinated_per_hundred
European Union,6/3/22,74.32
Luxembourg,6/3/22,74.28
Nepal,6/3/22,73.41
Indonesia,6/3/22,72.74
Latvia,6/3/22,72.71
El Salvador,6/3/22,72.7
Netherlands,6/3/22,72.66
North America,6/3/22,72.26
India,6/3/22,71.4
Israel,6/3/22,71.04
Lithuania,6/3/22,70.98
Switzerland,6/3/22,69.63
Mexico,6/3/22,69.05
Europe,6/3/22,68.64
Czechia,6/3/22,66.37
World,6/3/22,65.05
Estonia,6/3/22,65.02
Oceania,6/3/22,64.03
British Virgin Islands,6/3/22,61.75
Slovenia,6/3/22,59.7
Lower middle income,6/3/22,59.56
Honduras,6/3/22,59.53
Guyana,6/3/22,58.98
Bolivia,6/3/22,58.96
Belize,6/3/22,58.64
Barbados,6/3/22,57.68
Croatia,6/3/22,57.43
Pakistan,6/3/22,57.31
Poland,6/3/22,57.01
Curacao,6/3/22,56.58
Kosovo,6/3/22,50.69
Trinidad and Tobago,6/3/22,48.98
Montenegro,6/3/22,46.44
Guatemala,6/3/22,46.23
Dominica,6/3/22,45.02
Zimbabwe,6/3/22,38.32
South Africa,6/3/22,36.39
Grenada,6/3/22,34.79
Saint Lucia,6/3/22,33
Jamaica,6/3/22,28.46
Kyrgyzstan,6/3/22,23.53
Africa,6/3/22,21.78
Low income,6/3/22,14.99
Haiti,6/3/22,1.63
Cuba,6/2/22,95.18
Chile,6/2/22,91.67
Singapore,6/2/22,91.3
Argentina,6/2/22,90.45
Hong Kong,6/2/22,89.55
Malta,6/2/22,89.33
Macao,6/2/22,87.71
Uruguay,6/2/22,87.44
Taiwan,6/2/22,87.13
South Korea,6/2/22,86.99
Peru,6/2/22,86.47
Vietnam,6/2/22,86.11
Italy,6/2/22,86.04
Australia,6/2/22,85.28
Canada,6/2/22,85.12
Ecuador,6/2/22,84.27
Bahrain,6/2/22,84.02
South America,6/2/22,83.99
Japan,6/2/22,83.6
Aruba,6/2/22,83.45
New Zealand,6/2/22,82.74
Scotland,6/2/22,82.74
Malaysia,6/2/22,82.61
Denmark,6/2/22,81.69
Ireland,6/2/22,81.42
Upper middle income,6/2/22,81.29
Wales,6/2/22,80.86
France,6/2/22,80.34
Norway,6/2/22,79.87
England,6/2/22,79.55
Belgium,6/2/22,79.36
United Kingdom,6/2/22,79.24
Thailand,6/2/22,78.87
High income,6/2/22,78.21
United States,6/2/22,78.08
Germany,6/2/22,77.58
Austria,6/2/22,76.93
Greece,6/2/22,76.22
Northern Ireland,6/2/22,75.19
Asia,6/2/22,74.89
European Union,6/2/22,74.32
Luxembourg,6/2/22,74.28
Nepal,6/2/22,73.37
Latvia,6/2/22,72.71
North America,6/2/22,72.01
India,6/2/22,71.39
Israel,6/2/22,71.04
Lithuania,6/2/22,70.98
Switzerland,6/2/22,69.63
Europe,6/2/22,68.64
Liechtenstein,6/2/22,67.95
Czechia,6/2/22,66.37
Estonia,6/2/22,65.02
World,6/2/22,65.02
Dominican Republic,6/2/22,64.32
Oceania,6/2/22,64.02
Slovenia,6/2/22,59.7
Lower middle income,6/2/22,59.54
Bolivia,6/2/22,58.95
Barbados,6/2/22,57.67
Croatia,6/2/22,57.43
Pakistan,6/2/22,57.3
Poland,6/2/22,57.01
Curacao,6/2/22,56.58
Russia,6/2/22,56.03
Azerbaijan,6/2/22,51.64
Kosovo,6/2/22,50.69
Trinidad and Tobago,6/2/22,48.97
Serbia,6/2/22,48.8
Montenegro,6/2/22,46.44
Zimbabwe,6/2/22,38.31
South Africa,6/2/22,36.36
Kyrgyzstan,6/2/22,23.52
Africa,6/2/22,21.78
Low income,6/2/22,14.99
United Arab Emirates,6/1/22,104.76
Qatar,6/1/22,97.68
Cuba,6/1/22,95.18
Chile,6/1/22,91.66
Singapore,6/1/22,91.3
China,6/1/22,90.51
Argentina,6/1/22,90.45
Hong Kong,6/1/22,89.52
Malta,6/1/22,89.33
Macao,6/1/22,87.68
Uruguay,6/1/22,87.43
South Korea,6/1/22,86.99
Spain,6/1/22,86.71
Taiwan,6/1/22,86.65
Peru,6/1/22,86.46
Vietnam,6/1/22,86.08
Italy,6/1/22,86.04
Brazil,6/1/22,85.42
Australia,6/1/22,85.27
Ecuador,6/1/22,84.26
South America,6/1/22,83.99
Japan,6/1/22,83.59
Aruba,6/1/22,83.44
New Zealand,6/1/22,82.74
Scotland,6/1/22,82.74
Malaysia,6/1/22,82.61
Denmark,6/1/22,81.69
Finland,6/1/22,81.47
Ireland,6/1/22,81.42
Upper middle income,6/1/22,81.29
Wales,6/1/22,80.85
France,6/1/22,80.34
Kuwait,6/1/22,80.27
Norway,6/1/22,79.87
England,6/1/22,79.55
Belgium,6/1/22,79.36
United Kingdom,6/1/22,79.24
Thailand,6/1/22,78.85
High income,6/1/22,78.2
United States,6/1/22,78.07
Germany,6/1/22,77.58
Austria,6/1/22,76.92
Greece,6/1/22,76.22
Northern Ireland,6/1/22,75.19
Asia,6/1/22,74.88
European Union,6/1/22,74.32
Luxembourg,6/1/22,74.28
Nepal,6/1/22,73.35
Iran,6/1/22,72.89
Indonesia,6/1/22,72.71
Latvia,6/1/22,72.71
North America,6/1/22,72
India,6/1/22,71.39
Israel,6/1/22,71.04
Lithuania,6/1/22,70.97
Switzerland,6/1/22,69.62
Europe,6/1/22,68.63
Morocco,6/1/22,66.55
Czechia,6/1/22,66.37
World,6/1/22,65.02
Estonia,6/1/22,65.01
Dominican Republic,6/1/22,64.31
Oceania,6/1/22,64.02
Slovenia,6/1/22,59.7
Lower middle income,6/1/22,59.54
Bolivia,6/1/22,58.94
Barbados,6/1/22,57.67
Croatia,6/1/22,57.43
Pakistan,6/1/22,57.29
Poland,6/1/22,57.01
Curacao,6/1/22,56.57
Azerbaijan,6/1/22,51.63
Kosovo,6/1/22,50.69
Kazakhstan,6/1/22,49
Trinidad and Tobago,6/1/22,48.96
Serbia,6/1/22,48.8
Montenegro,6/1/22,46.43
Zimbabwe,6/1/22,38.3
South Africa,6/1/22,36.33
Jamaica,6/1/22,28.45
Kyrgyzstan,6/1/22,23.5
Africa,6/1/22,21.78
Low income,6/1/22,14.99
Afghanistan,6/1/22,13.27
Somalia,6/1/22,13.06
United Arab Emirates,5/31/22,104.76
Cuba,5/31/22,95.17
Chile,5/31/22,91.64
Singapore,5/31/22,91.29
Argentina,5/31/22,90.44
Hong Kong,5/31/22,89.49
Malta,5/31/22,89.32
Macao,5/31/22,87.64
Uruguay,5/31/22,87.41
South Korea,5/31/22,86.99
Peru,5/31/22,86.44
Taiwan,5/31/22,86.25
Italy,5/31/22,86.04
Vietnam,5/31/22,86.03
Brazil,5/31/22,85.41
Australia,5/31/22,85.26
Ecuador,5/31/22,84.26
Bahrain,5/31/22,84.01
South America,5/31/22,83.98
Japan,5/31/22,83.59
Aruba,5/31/22,83.43
New Zealand,5/31/22,82.74
Scotland,5/31/22,82.73
Malaysia,5/31/22,82.61
Denmark,5/31/22,81.69
Ireland,5/31/22,81.42
Upper middle income,5/31/22,81.25
France,5/31/22,80.33
Norway,5/31/22,79.87
England,5/31/22,79.53
Belgium,5/31/22,79.36
United Kingdom,5/31/22,79.23
Thailand,5/31/22,78.84
Sri Lanka,5/31/22,78.2
High income,5/31/22,78.18
United States,5/31/22,78.05
Germany,5/31/22,77.58
Austria,5/31/22,76.92
Greece,5/31/22,76.22
Northern Ireland,5/31/22,75.19
Asia,5/31/22,74.85
European Union,5/31/22,74.32
Luxembourg,5/31/22,74.27
Latvia,5/31/22,72.71
Indonesia,5/31/22,72.69
North America,5/31/22,71.99
India,5/31/22,71.36
Israel,5/31/22,71.04
Lithuania,5/31/22,70.97
Switzerland,5/31/22,69.62
Europe,5/31/22,68.63
Turkey,5/31/22,67.78
Czechia,5/31/22,66.36
Estonia,5/31/22,65.01
World,5/31/22,64.99
Dominican Republic,5/31/22,64.31
Hungary,5/31/22,64.31
Oceania,5/31/22,64.02
Timor,5/31/22,60.2
Slovenia,5/31/22,59.7
Lower middle income,5/31/22,59.52
Bolivia,5/31/22,58.93
Barbados,5/31/22,57.66
Croatia,5/31/22,57.43
Pakistan,5/31/22,57.29
Poland,5/31/22,57.01
Curacao,5/31/22,56.57
Russia,5/31/22,56
Azerbaijan,5/31/22,51.63
Kosovo,5/31/22,50.69
Kazakhstan,5/31/22,49
Trinidad and Tobago,5/31/22,48.96
Montenegro,5/31/22,46.43
Georgia,5/31/22,43.43
Zimbabwe,5/31/22,38.29
South Africa,5/31/22,36.3
Kyrgyzstan,5/31/22,23.48
Africa,5/31/22,21.77
Low income,5/31/22,14.98
Cuba,5/30/22,95.16
Chile,5/30/22,91.63
Singapore,5/30/22,91.29
Argentina,5/30/22,90.44
Hong Kong,5/30/22,89.47
Malta,5/30/22,89.32
Macao,5/30/22,87.61
Uruguay,5/30/22,87.39
South Korea,5/30/22,86.98
Peru,5/30/22,86.43
Italy,5/30/22,86.04
Taiwan,5/30/22,85.92
Brazil,5/30/22,85.4
Australia,5/30/22,85.26
Ecuador,5/30/22,84.25
Bahrain,5/30/22,84.01
South America,5/30/22,83.97
Japan,5/30/22,83.58
Aruba,5/30/22,83.4
New Zealand,5/30/22,82.74
Scotland,5/30/22,82.73
Malaysia,5/30/22,82.58
Denmark,5/30/22,81.69
Ireland,5/30/22,81.42
Upper middle income,5/30/22,81.25
Wales,5/30/22,80.83
France,5/30/22,80.33
Norway,5/30/22,79.86
England,5/30/22,79.52
Belgium,5/30/22,79.35
United Kingdom,5/30/22,79.22
Thailand,5/30/22,78.82
High income,5/30/22,78.17
United States,5/30/22,78.04
Germany,5/30/22,77.58
Laos,5/30/22,77.16
Austria,5/30/22,76.92
Greece,5/30/22,76.22
Fiji,5/30/22,75.92
Northern Ireland,5/30/22,75.19
Asia,5/30/22,74.83
European Union,5/30/22,74.32
Luxembourg,5/30/22,74.27
Nepal,5/30/22,73.27
Iran,5/30/22,72.88
Latvia,5/30/22,72.71
El Salvador,5/30/22,72.68
Indonesia,5/30/22,72.67
North America,5/30/22,71.98
India,5/30/22,71.35
Israel,5/30/22,71.04
Lithuania,5/30/22,70.97
Switzerland,5/30/22,69.62
Europe,5/30/22,68.62
Antigua and Barbuda,5/30/22,68.25
Turkey,5/30/22,67.78
Czechia,5/30/22,66.36
Estonia,5/30/22,65.01
World,5/30/22,64.99
New Caledonia,5/30/22,64.95
Dominican Republic,5/30/22,64.3
Oceania,5/30/22,64.01
Slovenia,5/30/22,59.7
Lower middle income,5/30/22,59.51
Bolivia,5/30/22,58.92
Tunisia,5/30/22,58.51
Barbados,5/30/22,57.66
Croatia,5/30/22,57.43
Pakistan,5/30/22,57.26
Poland,5/30/22,57
Curacao,5/30/22,56.57
Kosovo,5/30/22,50.68
Lebanon,5/30/22,48.93
Montenegro,5/30/22,46.43
Egypt,5/30/22,43.11
Zimbabwe,5/30/22,38.28
South Africa,5/30/22,36.27
Jamaica,5/30/22,28.32
Kyrgyzstan,5/30/22,23.47
Africa,5/30/22,21.77
Low income,5/30/22,14.98
Sudan,5/30/22,14.19
United Arab Emirates,5/29/22,104.76
Cuba,5/29/22,95.16
Chile,5/29/22,91.62
Singapore,5/29/22,91.28
Argentina,5/29/22,90.43
Hong Kong,5/29/22,89.44
Malta,5/29/22,89.31
Bhutan,5/29/22,88.54
Macao,5/29/22,87.56
South Korea,5/29/22,86.98
Peru,5/29/22,86.41
Italy,5/29/22,86.04
Vietnam,5/29/22,85.9
Taiwan,5/29/22,85.67
Brazil,5/29/22,85.39
Australia,5/29/22,85.25
Ecuador,5/29/22,84.24
Bahrain,5/29/22,84.01
South America,5/29/22,83.97
Japan,5/29/22,83.58
New Zealand,5/29/22,82.74
Scotland,5/29/22,82.72
Malaysia,5/29/22,82.57
Denmark,5/29/22,81.68
Ireland,5/29/22,81.42
Upper middle income,5/29/22,81.24
Wales,5/29/22,80.82
France,5/29/22,80.33
Norway,5/29/22,79.86
England,5/29/22,79.51
Belgium,5/29/22,79.35
United Kingdom,5/29/22,79.21
Seychelles,5/29/22,79.2
Thailand,5/29/22,78.81
High income,5/29/22,78.16
United States,5/29/22,78.04
Germany,5/29/22,77.58
Austria,5/29/22,76.92
Greece,5/29/22,76.22
Maldives,5/29/22,76.11
Bangladesh,5/29/22,75.36
Jersey,5/29/22,75.3
Northern Ireland,5/29/22,75.18
Mauritius,5/29/22,75.17
Asia,5/29/22,74.83
European Union,5/29/22,74.31
Sweden,5/29/22,73.84
Nepal,5/29/22,73.26
Latvia,5/29/22,72.71
Indonesia,5/29/22,72.67
Andorra,5/29/22,72.49
North America,5/29/22,71.98
India,5/29/22,71.34
Israel,5/29/22,71.04
Lithuania,5/29/22,70.97
Europe,5/29/22,68.62
Turkey,5/29/22,67.78
Belarus,5/29/22,67
Czechia,5/29/22,66.36
Rwanda,5/29/22,65.77
Estonia,5/29/22,65.01
World,5/29/22,64.96
Dominican Republic,5/29/22,64.3
Oceania,5/29/22,64.01
Lower middle income,5/29/22,59.47
Bolivia,5/29/22,58.92
Barbados,5/29/22,57.65
Poland,5/29/22,56.99
Curacao,5/29/22,56.57
Uzbekistan,5/29/22,56.21
Russia,5/29/22,55.99
Azerbaijan,5/29/22,51.63
Kosovo,5/29/22,50.68
Sao Tome and Principe,5/29/22,50.17
Kazakhstan,5/29/22,48.99
Albania,5/29/22,46.45
Montenegro,5/29/22,46.43
Slovakia,5/29/22,45.98
Jordan,5/29/22,42.44
South Africa,5/29/22,36.27
Eswatini,5/29/22,32.24
Bulgaria,5/29/22,30.82
Ghana,5/29/22,29.23
Jamaica,5/29/22,28.3
Kyrgyzstan,5/29/22,23.45
Africa,5/29/22,21.63
Equatorial Guinea,5/29/22,15.85
Djibouti,5/29/22,15.26
Low income,5/29/22,14.88
Gabon,5/29/22,12.9
Sudan,5/29/22,12.65
Syria,5/29/22,11.5
Malawi,5/29/22,10.03
Cuba,5/28/22,95.16
Chile,5/28/22,91.62
Singapore,5/28/22,91.28
Argentina,5/28/22,90.43
Hong Kong,5/28/22,89.43
Malta,5/28/22,89.31
Macao,5/28/22,87.53
Uruguay,5/28/22,87.37
South Korea,5/28/22,86.98
Peru,5/28/22,86.4
Italy,5/28/22,86.04
Brazil,5/28/22,85.39
Ecuador,5/28/22,84.24
Bahrain,5/28/22,84
South America,5/28/22,83.96
Japan,5/28/22,83.58
New Zealand,5/28/22,82.74
Scotland,5/28/22,82.71
Malaysia,5/28/22,82.54
Denmark,5/28/22,81.68
Ireland,5/28/22,81.42
Upper middle income,5/28/22,81.24
Wales,5/28/22,80.81
France,5/28/22,80.33
Norway,5/28/22,79.86
England,5/28/22,79.5
Belgium,5/28/22,79.35
United Kingdom,5/28/22,79.2
Thailand,5/28/22,78.8
High income,5/28/22,78.15
United States,5/28/22,78.03
Germany,5/28/22,77.58
Laos,5/28/22,77.15
Austria,5/28/22,76.92
Greece,5/28/22,76.22
Bangladesh,5/28/22,75.35
Northern Ireland,5/28/22,75.18
Asia,5/28/22,74.82
European Union,5/28/22,74.31
Luxembourg,5/28/22,74.27
Nepal,5/28/22,73.26
Iran,5/28/22,72.86
Latvia,5/28/22,72.71
Indonesia,5/28/22,72.65
North America,5/28/22,71.98
India,5/28/22,71.33
Israel,5/28/22,71.04
Lithuania,5/28/22,70.97
Switzerland,5/28/22,69.62
Europe,5/28/22,68.61
Turkey,5/28/22,67.78
Czechia,5/28/22,66.36
Estonia,5/28/22,65.01
World,5/28/22,64.94
Dominican Republic,5/28/22,64.29
Oceania,5/28/22,64
Lower middle income,5/28/22,59.46
Bolivia,5/28/22,58.91
Barbados,5/28/22,57.65
Croatia,5/28/22,57.43
Pakistan,5/28/22,57.26
Curacao,5/28/22,56.56
Russia,5/28/22,55.99
Azerbaijan,5/28/22,51.63
Kosovo,5/28/22,50.68
Kazakhstan,5/28/22,48.99
Trinidad and Tobago,5/28/22,48.94
Montenegro,5/28/22,46.43
Zimbabwe,5/28/22,38.25
South Africa,5/28/22,36.26
Iraq,5/28/22,23.99
Kyrgyzstan,5/28/22,23.44
Africa,5/28/22,21.58
Low income,5/28/22,14.8
Brunei,5/27/22,98.95
Portugal,5/27/22,94.8
Chile,5/27/22,91.62
Singapore,5/27/22,91.27
Argentina,5/27/22,90.43
Hong Kong,5/27/22,89.4
Malta,5/27/22,89.31
Macao,5/27/22,87.48
Uruguay,5/27/22,87.37
South Korea,5/27/22,86.98
Peru,5/27/22,86.37
Italy,5/27/22,86.04
Vietnam,5/27/22,85.86
Brazil,5/27/22,85.37
Taiwan,5/27/22,85.31
Australia,5/27/22,85.25
Ecuador,5/27/22,84.24
Bahrain,5/27/22,84
South America,5/27/22,83.95
Japan,5/27/22,83.56
Nicaragua,5/27/22,82.93
New Zealand,5/27/22,82.73
Scotland,5/27/22,82.68
Malaysia,5/27/22,82.52
Denmark,5/27/22,81.68
Ireland,5/27/22,81.41
Upper middle income,5/27/22,81.23
Wales,5/27/22,80.78
France,5/27/22,80.33
Norway,5/27/22,79.86
England,5/27/22,79.48
Belgium,5/27/22,79.35
United Kingdom,5/27/22,79.18
Panama,5/27/22,78.86
Thailand,5/27/22,78.8
High income,5/27/22,78.15
United States,5/27/22,78.02
Germany,5/27/22,77.57
Austria,5/27/22,76.92
Greece,5/27/22,76.22
Northern Ireland,5/27/22,75.17
Asia,5/27/22,74.81
European Union,5/27/22,74.31
Luxembourg,5/27/22,74.27
Nepal,5/27/22,73.23
Latvia,5/27/22,72.71
Netherlands,5/27/22,72.65
Indonesia,5/27/22,72.64
North America,5/27/22,71.97
India,5/27/22,71.31
Israel,5/27/22,71.04
Lithuania,5/27/22,70.97
Switzerland,5/27/22,69.62
Europe,5/27/22,68.61
Turkey,5/27/22,67.78
Anguilla,5/27/22,67.68
Czechia,5/27/22,66.36
Estonia,5/27/22,65
World,5/27/22,64.94
Dominican Republic,5/27/22,64.29
Oceania,5/27/22,64
Slovenia,5/27/22,59.7
Lower middle income,5/27/22,59.45
Bolivia,5/27/22,58.91
Barbados,5/27/22,57.64
Croatia,5/27/22,57.43
Pakistan,5/27/22,57.25
Poland,5/27/22,56.99
Curacao,5/27/22,56.55
Russia,5/27/22,55.99
Azerbaijan,5/27/22,51.62
Kosovo,5/27/22,50.68
Kazakhstan,5/27/22,48.98
Trinidad and Tobago,5/27/22,48.92
Montenegro,5/27/22,46.42
Guatemala,5/27/22,46.1
Dominica,5/27/22,45.01
Zimbabwe,5/27/22,38.24
South Africa,5/27/22,36.23
Grenada,5/27/22,34.77
Saint Lucia,5/27/22,32.95
Kyrgyzstan,5/27/22,23.43
Africa,5/27/22,21.58
Low income,5/27/22,14.8
United Arab Emirates,5/26/22,104.76
Cuba,5/26/22,95.16
Chile,5/26/22,91.6
Singapore,5/26/22,91.27
China,5/26/22,90.44
Argentina,5/26/22,90.42
Hong Kong,5/26/22,89.37
Malta,5/26/22,89.29
Macao,5/26/22,87.45
Uruguay,5/26/22,87.36
South Korea,5/26/22,86.98
Peru,5/26/22,86.35
Italy,5/26/22,86.04
Vietnam,5/26/22,85.78
Brazil,5/26/22,85.32
Australia,5/26/22,85.24
Taiwan,5/26/22,84.96
Ecuador,5/26/22,84.23
South America,5/26/22,83.92
Japan,5/26/22,83.55
New Zealand,5/26/22,82.73
Scotland,5/26/22,82.68
Malaysia,5/26/22,82.49
Denmark,5/26/22,81.68
Ireland,5/26/22,81.4
Upper middle income,5/26/22,81.22
Wales,5/26/22,80.78
France,5/26/22,80.33
Norway,5/26/22,79.86
England,5/26/22,79.48
Belgium,5/26/22,79.35
United Kingdom,5/26/22,79.17
Thailand,5/26/22,78.76
High income,5/26/22,78.13
United States,5/26/22,78.01
Germany,5/26/22,77.57
Laos,5/26/22,77.12
Austria,5/26/22,76.92
Greece,5/26/22,76.22
Northern Ireland,5/26/22,75.17
Asia,5/26/22,74.8
European Union,5/26/22,74.31
Nepal,5/26/22,73.22
Latvia,5/26/22,72.71
El Salvador,5/26/22,72.67
Indonesia,5/26/22,72.63
North America,5/26/22,71.95
India,5/26/22,71.29
Israel,5/26/22,71.04
Lithuania,5/26/22,70.97
Switzerland,5/26/22,69.62
Europe,5/26/22,68.61
Turkey,5/26/22,67.78
Czechia,5/26/22,66.36
Estonia,5/26/22,65
World,5/26/22,64.92
Dominican Republic,5/26/22,64.29
Oceania,5/26/22,64
Slovenia,5/26/22,59.7
Lower middle income,5/26/22,59.44
Bolivia,5/26/22,58.9
Barbados,5/26/22,57.64
Croatia,5/26/22,57.43
Pakistan,5/26/22,57.24
Poland,5/26/22,56.99
Russia,5/26/22,55.99
Kosovo,5/26/22,50.68
Kazakhstan,5/26/22,48.98
Trinidad and Tobago,5/26/22,48.91
Serbia,5/26/22,48.79
Montenegro,5/26/22,46.42
Zimbabwe,5/26/22,38.22
South Africa,5/26/22,36.2
Libya,5/26/22,32.97
Kyrgyzstan,5/26/22,23.42
Africa,5/26/22,21.58
Low income,5/26/22,14.8
United Arab Emirates,5/25/22,104.76
Cuba,5/25/22,95.15
Chile,5/25/22,91.59
Singapore,5/25/22,91.26
Argentina,5/25/22,90.42
Hong Kong,5/25/22,89.35
Malta,5/25/22,89.29
Macao,5/25/22,87.42
Uruguay,5/25/22,87.35
South Korea,5/25/22,86.98
Spain,5/25/22,86.7
Peru,5/25/22,86.33
Italy,5/25/22,86.04
Vietnam,5/25/22,85.76
Australia,5/25/22,85.24
Taiwan,5/25/22,84.72
Ecuador,5/25/22,84.23
South America,5/25/22,83.82
Japan,5/25/22,83.54
Aruba,5/25/22,83.39
New Zealand,5/25/22,82.73
Scotland,5/25/22,82.67
Malaysia,5/25/22,82.47
Denmark,5/25/22,81.68
Finland,5/25/22,81.46
Ireland,5/25/22,81.4
Upper middle income,5/25/22,81.18
France,5/25/22,80.33
Norway,5/25/22,79.86
England,5/25/22,79.47
Belgium,5/25/22,79.35
United Kingdom,5/25/22,79.17
Thailand,5/25/22,78.73
High income,5/25/22,78.12
United States,5/25/22,77.99
Germany,5/25/22,77.57
Austria,5/25/22,76.92
Greece,5/25/22,76.21
Northern Ireland,5/25/22,75.17
Asia,5/25/22,74.78
European Union,5/25/22,74.31
Luxembourg,5/25/22,74.26
Nepal,5/25/22,73.19
Iran,5/25/22,72.85
Latvia,5/25/22,72.71
Indonesia,5/25/22,72.6
North America,5/25/22,71.95
India,5/25/22,71.28
Israel,5/25/22,71.04
Lithuania,5/25/22,70.97
Switzerland,5/25/22,69.62
Europe,5/25/22,68.6
Turkey,5/25/22,67.77
Czechia,5/25/22,66.36
Estonia,5/25/22,64.99
World,5/25/22,64.9
Dominican Republic,5/25/22,64.28
Oceania,5/25/22,64
Slovenia,5/25/22,59.7
Lower middle income,5/25/22,59.42
Bolivia,5/25/22,58.89
Barbados,5/25/22,57.63
Croatia,5/25/22,57.42
Pakistan,5/25/22,57.22
Poland,5/25/22,56.98
Curacao,5/25/22,56.55
Russia,5/25/22,55.99
Kosovo,5/25/22,50.68
Kazakhstan,5/25/22,48.97
Trinidad and Tobago,5/25/22,48.89
Serbia,5/25/22,48.79
Montenegro,5/25/22,46.42
Zimbabwe,5/25/22,38.21
South Africa,5/25/22,36.16
Jamaica,5/25/22,28.25
Kyrgyzstan,5/25/22,23.4
Africa,5/25/22,21.58
Low income,5/25/22,14.8
Yemen,5/25/22,2
Cuba,5/24/22,95.15
Chile,5/24/22,91.58
Singapore,5/24/22,91.26
Argentina,5/24/22,90.41
Hong Kong,5/24/22,89.32
Malta,5/24/22,89.28
Macao,5/24/22,87.38
Uruguay,5/24/22,87.35
South Korea,5/24/22,86.98
Peru,5/24/22,86.32
Italy,5/24/22,86.04
Vietnam,5/24/22,85.64
Australia,5/24/22,85.23
Taiwan,5/24/22,84.54
Ecuador,5/24/22,84.22
South America,5/24/22,83.81
Japan,5/24/22,83.54
Aruba,5/24/22,83.36
New Zealand,5/24/22,82.73
Scotland,5/24/22,82.67
Malaysia,5/24/22,82.46
Denmark,5/24/22,81.68
Ireland,5/24/22,81.4
Upper middle income,5/24/22,81.18
France,5/24/22,80.32
Norway,5/24/22,79.85
England,5/24/22,79.46
Belgium,5/24/22,79.35
United Kingdom,5/24/22,79.17
Thailand,5/24/22,78.7
High income,5/24/22,78.11
United States,5/24/22,77.98
Germany,5/24/22,77.57
Laos,5/24/22,77.04
Austria,5/24/22,76.92
Greece,5/24/22,76.21
Bangladesh,5/24/22,75.33
Asia,5/24/22,74.76
European Union,5/24/22,74.31
Luxembourg,5/24/22,74.26
Nepal,5/24/22,73.18
Iran,5/24/22,72.84
Latvia,5/24/22,72.7
Indonesia,5/24/22,72.58
North America,5/24/22,71.94
India,5/24/22,71.26
Israel,5/24/22,71.04
Lithuania,5/24/22,70.96
Switzerland,5/24/22,69.61
Europe,5/24/22,68.6
Liechtenstein,5/24/22,67.95
Turkey,5/24/22,67.77
Czechia,5/24/22,66.36
Estonia,5/24/22,64.99
World,5/24/22,64.9
Hungary,5/24/22,64.3
Dominican Republic,5/24/22,64.28
Oceania,5/24/22,63.99
Slovenia,5/24/22,59.7
Timor,5/24/22,59.58
Lower middle income,5/24/22,59.41
Bolivia,5/24/22,58.89
Myanmar,5/24/22,57.86
Barbados,5/24/22,57.63
Croatia,5/24/22,57.42
Pakistan,5/24/22,57.21
Poland,5/24/22,56.97
Curacao,5/24/22,56.54
Russia,5/24/22,55.98
Kosovo,5/24/22,50.68
Kazakhstan,5/24/22,48.97
Trinidad and Tobago,5/24/22,48.89
Serbia,5/24/22,48.79
Montenegro,5/24/22,46.41
Georgia,5/24/22,43.39
Zimbabwe,5/24/22,38.19
South Africa,5/24/22,36.12
Jamaica,5/24/22,28.24
Kyrgyzstan,5/24/22,23.38
Africa,5/24/22,21.58
Low income,5/24/22,14.8
Cuba,5/23/22,95.14
Chile,5/23/22,91.57
Singapore,5/23/22,91.26
Argentina,5/23/22,90.41
Hong Kong,5/23/22,89.3
Malta,5/23/22,89.27
Macao,5/23/22,87.35
Uruguay,5/23/22,87.34
South Korea,5/23/22,86.98
Peru,5/23/22,86.3
Italy,5/23/22,86.04
Costa Rica,5/23/22,85.65
Australia,5/23/22,85.23
Taiwan,5/23/22,84.47
Ecuador,5/23/22,84.21
Bahrain,5/23/22,83.97
South America,5/23/22,83.81
Japan,5/23/22,83.53
Aruba,5/23/22,83.35
New Zealand,5/23/22,82.72
Scotland,5/23/22,82.67
Malaysia,5/23/22,82.45
Denmark,5/23/22,81.68
Ireland,5/23/22,81.4
Upper middle income,5/23/22,81.17
France,5/23/22,80.32
Kuwait,5/23/22,80.22
Norway,5/23/22,79.85
England,5/23/22,79.45
Belgium,5/23/22,79.35
United Kingdom,5/23/22,79.16
Thailand,5/23/22,78.68
Sri Lanka,5/23/22,78.19
High income,5/23/22,78.1
United States,5/23/22,77.96
Germany,5/23/22,77.57
Austria,5/23/22,76.91
Greece,5/23/22,76.21
Fiji,5/23/22,75.9
Asia,5/23/22,74.74
European Union,5/23/22,74.3
Luxembourg,5/23/22,74.26
Nepal,5/23/22,73.18
Iran,5/23/22,72.83
Latvia,5/23/22,72.7
Indonesia,5/23/22,72.56
North America,5/23/22,71.93
Oman,5/23/22,71.32
India,5/23/22,71.24
Israel,5/23/22,71.04
Lithuania,5/23/22,70.96
Switzerland,5/23/22,69.61
Europe,5/23/22,68.6
Turkey,5/23/22,67.77
Morocco,5/23/22,66.53
Czechia,5/23/22,66.35
Estonia,5/23/22,64.99
New Caledonia,5/23/22,64.94
World,5/23/22,64.88
Dominican Republic,5/23/22,64.27
Oceania,5/23/22,63.99
French Polynesia,5/23/22,61.49
Kiribati,5/23/22,61.39
Slovenia,5/23/22,59.7
Lower middle income,5/23/22,59.38
Bolivia,5/23/22,58.87
Barbados,5/23/22,57.62
Croatia,5/23/22,57.42
Pakistan,5/23/22,57.2
Poland,5/23/22,56.95
Azerbaijan,5/23/22,51.61
